1.201, 1.252, 1.323, 3.041, 0.0449
1.213, 1.233, 1.319, 3.432, 0.0514
1.264, 1.292, 1.380, 3.390, 0.0487
1.315, 1.473, 1.510, 3.857, 0.0547
1.311, 1.520, 1.536, 3.797, 0.0538
1.202, 1.288, 1.344, 3.021, 0.0444
1.209, 1.291, 1.352, 3.400, 0.0510
1.265, 1.380, 1.434, 3.448, 0.0499
1.200, 1.291, 1.346, 3.044, 0.0450
1.215, 1.300, 1.361, 3.439, 0.0516
1.259, 1.359, 1.418, 3.331, 0.0478
1.311, 1.499, 1.524, 3.869, 0.0551







